prb_id,src_addr,type_addr,region,cc,asn_4,asn_6,prefix_4,prefix_6,rtt,min,max,avg
30045,2803:d480:0:80::3d58,IPv6,lacnic,VE,8053,8053,181.225.41.0/24,2803:d480::/32, 39.120639,39.120639,39.163275,39.1474076667
30045,2803:d480:0:80::3d58,IPv6,lacnic,VE,8053,8053,181.225.41.0/24,2803:d480::/32, 39.158309,39.120639,39.163275,39.1474076667
30045,2803:d480:0:80::3d58,IPv6,lacnic,VE,8053,8053,181.225.41.0/24,2803:d480::/32,  39.163275,39.120639,39.163275,39.1474076667
32169,2803:9400:3:2c83:d66e:eff:fe23:6cb8,IPv6,lacnic,BO,27839,27839,181.177.176.0/21,2803:9400::/33, 12.015411,11.171608,12.015411,11.723755
32169,2803:9400:3:2c83:d66e:eff:fe23:6cb8,IPv6,lacnic,BO,27839,27839,181.177.176.0/21,2803:9400::/33, 11.171608,11.171608,12.015411,11.723755
32169,2803:9400:3:2c83:d66e:eff:fe23:6cb8,IPv6,lacnic,BO,27839,27839,181.177.176.0/21,2803:9400::/33,  11.984246,11.171608,12.015411,11.723755
4113,2800:a8:a05::2013,IPv6,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 30.928902,30.928902,37.392392,33.287943
4113,2800:a8:a05::2013,IPv6,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 31.542535,30.928902,37.392392,33.287943
4113,2800:a8:a05::2013,IPv6,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31,  37.392392,30.928902,37.392392,33.287943
50041,2800:810:439:8610:1:ceff:fe34:f027,IPv6,lacnic,AR,27747,27747,200.125.64.0/20,2800:810:439::/48, 164.583375,164.583375,164.80275,164.683764
50041,2800:810:439:8610:1:ceff:fe34:f027,IPv6,lacnic,AR,27747,27747,200.125.64.0/20,2800:810:439::/48, 164.80275,164.583375,164.80275,164.683764
50041,2800:810:439:8610:1:ceff:fe34:f027,IPv6,lacnic,AR,27747,27747,200.125.64.0/20,2800:810:439::/48,  164.665167,164.583375,164.80275,164.683764
6554,2001:1398:1:0:200:1:122:55,IPv6,lacnic,CL,27678,27678,200.1.122.0/23,2001:1398:1::/48, 4.86801,1.71134,4.86801,3.4795773333
6554,2001:1398:1:0:200:1:122:55,IPv6,lacnic,CL,27678,27678,200.1.122.0/23,2001:1398:1::/48, 3.859382,1.71134,4.86801,3.4795773333
6554,2001:1398:1:0:200:1:122:55,IPv6,lacnic,CL,27678,27678,200.1.122.0/23,2001:1398:1::/48,  1.71134,1.71134,4.86801,3.4795773333
6602,2607:f740:1::5,IPv6,lacnic,BR,36236,36236,148.163.220.0/24,2607:f740:1::/48, 111.094444,111.018053,111.094444,111.0650683333
6602,2607:f740:1::5,IPv6,lacnic,BR,36236,36236,148.163.220.0/24,2607:f740:1::/48, 111.018053,111.018053,111.094444,111.0650683333
6602,2607:f740:1::5,IPv6,lacnic,BR,36236,36236,148.163.220.0/24,2607:f740:1::/48,  111.082708,111.018053,111.094444,111.0650683333
6659,2a03:90c0:186::a5,IPv6,lacnic,BR,202422,199524,5.188.238.0/24,2a03:90c0:180::/44, 110.973156,110.88766,110.973156,110.9217253333
6659,2a03:90c0:186::a5,IPv6,lacnic,BR,202422,199524,5.188.238.0/24,2a03:90c0:180::/44, 110.88766,110.88766,110.973156,110.9217253333
6659,2a03:90c0:186::a5,IPv6,lacnic,BR,202422,199524,5.188.238.0/24,2a03:90c0:180::/44,  110.90436,110.88766,110.973156,110.9217253333
7019,2804:1f04:3000:138::10,IPv6,lacnic,BR,53046,53046,143.208.160.0/22,2804:1f04::/32, 0.601787,0.495185,0.691519,0.5961636667
7019,2804:1f04:3000:138::10,IPv6,lacnic,BR,53046,53046,143.208.160.0/22,2804:1f04::/32, 0.495185,0.495185,0.691519,0.5961636667
7019,2804:1f04:3000:138::10,IPv6,lacnic,BR,53046,53046,143.208.160.0/22,2804:1f04::/32,  0.691519,0.495185,0.691519,0.5961636667
7124,2803:8240:50:1000::34,IPv6,lacnic,CL,52511,52511,138.186.8.0/22,2803:8240::/32, 19.013027,5.824647,19.013027,11.89339
7124,2803:8240:50:1000::34,IPv6,lacnic,CL,52511,52511,138.186.8.0/22,2803:8240::/32, 5.824647,5.824647,19.013027,11.89339
7124,2803:8240:50:1000::34,IPv6,lacnic,CL,52511,52511,138.186.8.0/22,2803:8240::/32,  10.842496,5.824647,19.013027,11.89339
7147,2800:a8:a05::2019,IPv6,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 33.787423,32.389035,33.829207,33.3352216667
7147,2800:a8:a05::2019,IPv6,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 33.829207,32.389035,33.829207,33.3352216667
7147,2800:a8:a05::2019,IPv6,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31,  32.389035,32.389035,33.829207,33.3352216667
7163,2803:4480:7001::c02:77:2,IPv6,lacnic,PE,263189,263189,179.43.96.0/24,2803:4480:6000::/35, 210.688348,210.556865,210.701387,210.6488666667
7163,2803:4480:7001::c02:77:2,IPv6,lacnic,PE,263189,263189,179.43.96.0/24,2803:4480:6000::/35, 210.556865,210.556865,210.701387,210.6488666667
7163,2803:4480:7001::c02:77:2,IPv6,lacnic,PE,263189,263189,179.43.96.0/24,2803:4480:6000::/35,  210.701387,210.556865,210.701387,210.6488666667
1000173,10.10.10.2,IPv4,lacnic,BR,263649,263649,177.74.144.0/23,2804:10c8:1337::/48, 133.629834,128.872807,133.629834,130.6358873333
1000173,10.10.10.2,IPv4,lacnic,BR,263649,263649,177.74.144.0/23,2804:10c8:1337::/48, 129.405021,128.872807,133.629834,130.6358873333
1000173,10.10.10.2,IPv4,lacnic,BR,263649,263649,177.74.144.0/23,2804:10c8:1337::/48,  128.872807,128.872807,133.629834,130.6358873333
1003171,179.0.156.73,IPv4,lacnic,UY,28000,28000,179.0.156.0/22,2001:13c7:7001::/48, 34.064908,34.064908,73.474541,51.130363
1003171,179.0.156.73,IPv4,lacnic,UY,28000,28000,179.0.156.0/22,2001:13c7:7001::/48, 45.85164,34.064908,73.474541,51.130363
1003171,179.0.156.73,IPv4,lacnic,UY,28000,28000,179.0.156.0/22,2001:13c7:7001::/48,  73.474541,34.064908,73.474541,51.130363
1003566,45.143.83.77,IPv4,lacnic,BR,47583,47583,45.143.83.0/24,2a02:4780:13::/48, 113.74444,113.593736,113.74444,113.654006
1003566,45.143.83.77,IPv4,lacnic,BR,47583,47583,45.143.83.0/24,2a02:4780:13::/48, 113.593736,113.593736,113.74444,113.654006
1003566,45.143.83.77,IPv4,lacnic,BR,47583,47583,45.143.83.0/24,2a02:4780:13::/48,  113.623842,113.593736,113.74444,113.654006
1003567,45.143.83.78,IPv4,lacnic,BR,47583,47583,45.143.83.0/24,2a02:4780:13::/48, 114.360408,114.360408,114.45989,114.426509
1003567,45.143.83.78,IPv4,lacnic,BR,47583,47583,45.143.83.0/24,2a02:4780:13::/48, 114.459229,114.360408,114.45989,114.426509
1003567,45.143.83.78,IPv4,lacnic,BR,47583,47583,45.143.83.0/24,2a02:4780:13::/48,  114.45989,114.360408,114.45989,114.426509
1003966,172.16.2.129,IPv4,lacnic,AR,264738,264738,138.118.214.0/24,2803:5440:ffff::/48, 157.59587,157.571329,158.10134,157.7561796667
1003966,172.16.2.129,IPv4,lacnic,AR,264738,264738,138.118.214.0/24,2803:5440:ffff::/48, 157.571329,157.571329,158.10134,157.7561796667
1003966,172.16.2.129,IPv4,lacnic,AR,264738,264738,138.118.214.0/24,2803:5440:ffff::/48,  158.10134,157.571329,158.10134,157.7561796667
12160,192.168.1.2,IPv4,lacnic,UY,6057,6057,201.217.144.0/20,2800:ae::/31, 36.787187,35.305217,36.787187,35.947808
12160,192.168.1.2,IPv4,lacnic,UY,6057,6057,201.217.144.0/20,2800:ae::/31, 35.305217,35.305217,36.787187,35.947808
12160,192.168.1.2,IPv4,lacnic,UY,6057,6057,201.217.144.0/20,2800:ae::/31,  35.75102,35.305217,36.787187,35.947808
12927,192.168.100.131,IPv4,lacnic,CL,27651,27651,181.43.6.0/24,2800:300:6240::/44, 5.800503,4.819543,39.241642,16.6205626667
12927,192.168.100.131,IPv4,lacnic,CL,27651,27651,181.43.6.0/24,2800:300:6240::/44, 39.241642,4.819543,39.241642,16.6205626667
12927,192.168.100.131,IPv4,lacnic,CL,27651,27651,181.43.6.0/24,2800:300:6240::/44,  4.819543,4.819543,39.241642,16.6205626667
24628,192.168.50.30,IPv4,lacnic,BR,27699,18881,191.193.0.0/16,2804:1b3:a000::/37, 116.881061,115.39884,116.881061,116.264029
24628,192.168.50.30,IPv4,lacnic,BR,27699,18881,191.193.0.0/16,2804:1b3:a000::/37, 116.512186,115.39884,116.881061,116.264029
24628,192.168.50.30,IPv4,lacnic,BR,27699,18881,191.193.0.0/16,2804:1b3:a000::/37,  115.39884,115.39884,116.881061,116.264029
26736,192.168.1.15,IPv4,lacnic,GF,3215,3215,92.142.0.0/17,2a01:cb20:8000::/36, 73.030674,73.030674,78.318204,76.5254106667
26736,192.168.1.15,IPv4,lacnic,GF,3215,3215,92.142.0.0/17,2a01:cb20:8000::/36, 78.318204,73.030674,78.318204,76.5254106667
26736,192.168.1.15,IPv4,lacnic,GF,3215,3215,92.142.0.0/17,2a01:cb20:8000::/36,  78.227354,73.030674,78.318204,76.5254106667
27636,192.168.15.82,IPv4,lacnic,BR,27699,27699,152.249.0.0/16,2804:431:d000::/37, 123.661383,121.021643,124.62999,123.1043386667
27636,192.168.15.82,IPv4,lacnic,BR,27699,27699,152.249.0.0/16,2804:431:d000::/37, 124.62999,121.021643,124.62999,123.1043386667
27636,192.168.15.82,IPv4,lacnic,BR,27699,27699,152.249.0.0/16,2804:431:d000::/37,  121.021643,121.021643,124.62999,123.1043386667
27927,192.168.161.36,IPv4,lacnic,AR,11664,6939,186.158.236.0/24,2001:470::/32, 21.533295,20.82747,21.96527,21.4420116667
27927,192.168.161.36,IPv4,lacnic,AR,11664,6939,186.158.236.0/24,2001:470::/32, 20.82747,20.82747,21.96527,21.4420116667
27927,192.168.161.36,IPv4,lacnic,AR,11664,6939,186.158.236.0/24,2001:470::/32,  21.96527,20.82747,21.96527,21.4420116667
28197,192.168.0.3,IPv4,lacnic,BR,28573,28573,201.75.160.0/19,2804:14d:688d::/48, 156.487819,138.912185,156.487819,146.506934
28197,192.168.0.3,IPv4,lacnic,BR,28573,28573,201.75.160.0/19,2804:14d:688d::/48, 138.912185,138.912185,156.487819,146.506934
28197,192.168.0.3,IPv4,lacnic,BR,28573,28573,201.75.160.0/19,2804:14d:688d::/48,  144.120798,138.912185,156.487819,146.506934
30045,181.225.41.78,IPv4,lacnic,VE,8053,8053,181.225.41.0/24,2803:d480::/32, 64.765902,64.583233,64.765902,64.6904856667
30045,181.225.41.78,IPv4,lacnic,VE,8053,8053,181.225.41.0/24,2803:d480::/32, 64.583233,64.583233,64.765902,64.6904856667
30045,181.225.41.78,IPv4,lacnic,VE,8053,8053,181.225.41.0/24,2803:d480::/32,  64.722322,64.583233,64.765902,64.6904856667
32169,192.168.1.69,IPv4,lacnic,BO,27839,27839,181.177.176.0/21,2803:9400::/33, 8.243158,8.243158,10.207882,9.4847623333
32169,192.168.1.69,IPv4,lacnic,BO,27839,27839,181.177.176.0/21,2803:9400::/33, 10.003247,8.243158,10.207882,9.4847623333
32169,192.168.1.69,IPv4,lacnic,BO,27839,27839,181.177.176.0/21,2803:9400::/33,  10.207882,8.243158,10.207882,9.4847623333
4113,190.64.201.3,IPv4,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 31.474182,31.255302,54.235403,38.9882956667
4113,190.64.201.3,IPv4,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 54.235403,31.255302,54.235403,38.9882956667
4113,190.64.201.3,IPv4,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31,  31.255302,31.255302,54.235403,38.9882956667
50041,192.168.0.2,IPv4,lacnic,AR,27747,27747,200.125.64.0/20,2800:810:439::/48, 14.283917,14.283917,14.855834,14.475542
50041,192.168.0.2,IPv4,lacnic,AR,27747,27747,200.125.64.0/20,2800:810:439::/48, 14.286875,14.283917,14.855834,14.475542
50041,192.168.0.2,IPv4,lacnic,AR,27747,27747,200.125.64.0/20,2800:810:439::/48,  14.855834,14.283917,14.855834,14.475542
6554,200.1.122.55,IPv4,lacnic,CL,27678,27678,200.1.122.0/23,2001:1398:1::/48, 7.915169,3.700979,7.915169,5.5293236667
6554,200.1.122.55,IPv4,lacnic,CL,27678,27678,200.1.122.0/23,2001:1398:1::/48, 4.971823,3.700979,7.915169,5.5293236667
6554,200.1.122.55,IPv4,lacnic,CL,27678,27678,200.1.122.0/23,2001:1398:1::/48,  3.700979,3.700979,7.915169,5.5293236667
6602,148.163.220.5,IPv4,lacnic,BR,36236,36236,148.163.220.0/24,2607:f740:1::/48, 107.446827,107.446827,107.582753,107.5317483333
6602,148.163.220.5,IPv4,lacnic,BR,36236,36236,148.163.220.0/24,2607:f740:1::/48, 107.582753,107.446827,107.582753,107.5317483333
6602,148.163.220.5,IPv4,lacnic,BR,36236,36236,148.163.220.0/24,2607:f740:1::/48,  107.565665,107.446827,107.582753,107.5317483333
6659,5.188.238.222,IPv4,lacnic,BR,202422,199524,5.188.238.0/24,2a03:90c0:180::/44, 106.876844,106.806161,106.876844,106.8330163333
6659,5.188.238.222,IPv4,lacnic,BR,202422,199524,5.188.238.0/24,2a03:90c0:180::/44, 106.806161,106.806161,106.876844,106.8330163333
6659,5.188.238.222,IPv4,lacnic,BR,202422,199524,5.188.238.0/24,2a03:90c0:180::/44,  106.816044,106.806161,106.876844,106.8330163333
7019,143.208.160.10,IPv4,lacnic,BR,53046,53046,143.208.160.0/22,2804:1f04::/32, 0.755221,0.48619,0.755221,0.5977803333
7019,143.208.160.10,IPv4,lacnic,BR,53046,53046,143.208.160.0/22,2804:1f04::/32, 0.48619,0.48619,0.755221,0.5977803333
7019,143.208.160.10,IPv4,lacnic,BR,53046,53046,143.208.160.0/22,2804:1f04::/32,  0.55193,0.48619,0.755221,0.5977803333
7124,138.186.10.34,IPv4,lacnic,CL,52511,52511,138.186.8.0/22,2803:8240::/32, 4.843248,3.816128,6.262529,4.9739683333
7124,138.186.10.34,IPv4,lacnic,CL,52511,52511,138.186.8.0/22,2803:8240::/32, 3.816128,3.816128,6.262529,4.9739683333
7124,138.186.10.34,IPv4,lacnic,CL,52511,52511,138.186.8.0/22,2803:8240::/32,  6.262529,3.816128,6.262529,4.9739683333
7147,190.64.201.9,IPv4,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 35.49197,33.576197,38.192311,35.7534926667
7147,190.64.201.9,IPv4,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31, 33.576197,33.576197,38.192311,35.7534926667
7147,190.64.201.9,IPv4,lacnic,UY,6057,6057,190.64.192.0/20,2800:a8::/31,  38.192311,33.576197,38.192311,35.7534926667
7163,179.43.96.85,IPv4,lacnic,PE,263189,263189,179.43.96.0/24,2803:4480:6000::/35, 12.746271,12.575847,12.746271,12.6351046667
7163,179.43.96.85,IPv4,lacnic,PE,263189,263189,179.43.96.0/24,2803:4480:6000::/35, 12.575847,12.575847,12.746271,12.6351046667
7163,179.43.96.85,IPv4,lacnic,PE,263189,263189,179.43.96.0/24,2803:4480:6000::/35,  12.583196,12.575847,12.746271,12.6351046667
1000143,150.145.72.97,IPv4,ripe,IT,137,137,150.145.0.0/16,2a00:1620:90::/48, 25.562264,25.562264,25.661637,25.6221433333
1000143,150.145.72.97,IPv4,ripe,IT,137,137,150.145.0.0/16,2a00:1620:90::/48, 25.642529,25.562264,25.661637,25.6221433333
1000143,150.145.72.97,IPv4,ripe,IT,137,137,150.145.0.0/16,2a00:1620:90::/48,  25.661637,25.562264,25.661637,25.6221433333
1000362,213.211.59.28,IPv4,ripe,CZ,12570,6939,213.211.32.0/19,2001:470::/32, 12.945522,12.945522,15.704386,13.963005
1000362,213.211.59.28,IPv4,ripe,CZ,12570,6939,213.211.32.0/19,2001:470::/32, 15.704386,12.945522,15.704386,13.963005
1000362,213.211.59.28,IPv4,ripe,CZ,12570,6939,213.211.32.0/19,2001:470::/32,  13.239107,12.945522,15.704386,13.963005
1000431,109.49.136.112,IPv4,ripe,PT,2860,2860,109.49.128.0/18,2a01:10::/29, 17.095074,16.43282,17.095074,16.678405
1000431,109.49.136.112,IPv4,ripe,PT,2860,2860,109.49.128.0/18,2a01:10::/29, 16.507321,16.43282,17.095074,16.678405
1000431,109.49.136.112,IPv4,ripe,PT,2860,2860,109.49.128.0/18,2a01:10::/29,  16.43282,16.43282,17.095074,16.678405
1001434,100.103.48.132,IPv4,ripe,DE,199284,199284,178.19.226.0/23,2a01:75c0:1000::/36, 11.415579,11.153127,11.415579,11.2656176667
1001434,100.103.48.132,IPv4,ripe,DE,199284,199284,178.19.226.0/23,2a01:75c0:1000::/36, 11.228147,11.153127,11.415579,11.2656176667
1001434,100.103.48.132,IPv4,ripe,DE,199284,199284,178.19.226.0/23,2a01:75c0:1000::/36,  11.153127,11.153127,11.415579,11.2656176667
1003964,172.31.30.91,IPv4,ripe,IE,16509,16509,52.30.0.0/15,2a05:d018:1000::/36, 1.008816,1.004606,1.03092,1.0147806667
1003964,172.31.30.91,IPv4,ripe,IE,16509,16509,52.30.0.0/15,2a05:d018:1000::/36, 1.03092,1.004606,1.03092,1.0147806667
1003964,172.31.30.91,IPv4,ripe,IE,16509,16509,52.30.0.0/15,2a05:d018:1000::/36,  1.004606,1.004606,1.03092,1.0147806667
1003981,172.31.31.241,IPv4,ripe,IT,16509,16509,15.161.0.0/16,2a05:d01a:800::/38, 10.865075,10.794627,10.865075,10.824564
1003981,172.31.31.241,IPv4,ripe,IT,16509,16509,15.161.0.0/16,2a05:d01a:800::/38, 10.81399,10.794627,10.865075,10.824564
1003981,172.31.31.241,IPv4,ripe,IT,16509,16509,15.161.0.0/16,2a05:d01a:800::/38,  10.794627,10.794627,10.865075,10.824564
1004961,192.168.88.18,IPv4,ripe,GB,2856,2856,109.144.0.0/12,2a00:2380::/25, 4.134402,4.134402,4.237958,4.1788836667
1004961,192.168.88.18,IPv4,ripe,GB,2856,2856,109.144.0.0/12,2a00:2380::/25, 4.237958,4.134402,4.237958,4.1788836667
1004961,192.168.88.18,IPv4,ripe,GB,2856,2856,109.144.0.0/12,2a00:2380::/25,  4.164291,4.134402,4.237958,4.1788836667
10770,192.168.128.6,IPv4,ripe,CH,13030,13030,212.51.144.0/20,2a02:168::/32, 1.397359,1.250839,1.397359,1.3134873333
10770,192.168.128.6,IPv4,ripe,CH,13030,13030,212.51.144.0/20,2a02:168::/32, 1.292264,1.250839,1.397359,1.3134873333
10770,192.168.128.6,IPv4,ripe,CH,13030,13030,212.51.144.0/20,2a02:168::/32,  1.250839,1.250839,1.397359,1.3134873333
15448,192.168.28.32,IPv4,ripe,NL,206238,206238,45.137.88.0/22,2a10:3780::/29, 4.152818,4.064408,4.152818,4.1093296667
15448,192.168.28.32,IPv4,ripe,NL,206238,206238,45.137.88.0/22,2a10:3780::/29, 4.110763,4.064408,4.152818,4.1093296667
15448,192.168.28.32,IPv4,ripe,NL,206238,206238,45.137.88.0/22,2a10:3780::/29,  4.064408,4.064408,4.152818,4.1093296667
19723,192.168.178.18,IPv4,ripe,NL,33915,33915,82.72.0.0/15,2001:1c00::/24, 15.19465,12.360013,15.61727,14.3906443333
19723,192.168.178.18,IPv4,ripe,NL,33915,33915,82.72.0.0/15,2001:1c00::/24, 15.61727,12.360013,15.61727,14.3906443333
19723,192.168.178.18,IPv4,ripe,NL,33915,33915,82.72.0.0/15,2001:1c00::/24,  12.360013,12.360013,15.61727,14.3906443333
2252,146.228.61.37,IPv4,ripe,CH,1836,1836,146.228.0.0/16,2a01:2a8::/29, 20.548612,5.223169,20.548612,13.1025946667
2252,146.228.61.37,IPv4,ripe,CH,1836,1836,146.228.0.0/16,2a01:2a8::/29, 13.536003,5.223169,20.548612,13.1025946667
2252,146.228.61.37,IPv4,ripe,CH,1836,1836,146.228.0.0/16,2a01:2a8::/29,  5.223169,5.223169,20.548612,13.1025946667
27055,192.168.213.41,IPv4,ripe,DE,8881,8881,87.123.240.0/21,2001:9e8:2000::/35, 8.483165,7.435339,8.833377,8.250627
27055,192.168.213.41,IPv4,ripe,DE,8881,8881,87.123.240.0/21,2001:9e8:2000::/35, 8.833377,7.435339,8.833377,8.250627
27055,192.168.213.41,IPv4,ripe,DE,8881,8881,87.123.240.0/21,2001:9e8:2000::/35,  7.435339,7.435339,8.833377,8.250627
28137,192.168.0.254,IPv4,ripe,RU,39028,39028,5.164.4.0/22,2a02:2698:842a::/48, 45.644395,44.263656,45.644395,44.8445576667
28137,192.168.0.254,IPv4,ripe,RU,39028,39028,5.164.4.0/22,2a02:2698:842a::/48, 44.263656,44.263656,45.644395,44.8445576667
28137,192.168.0.254,IPv4,ripe,RU,39028,39028,5.164.4.0/22,2a02:2698:842a::/48,  44.625622,44.263656,45.644395,44.8445576667
32032,192.168.122.40,IPv4,ripe,DE,3209,3209,84.118.0.0/16,2a02:908::/33, 14.619633,14.619633,17.933936,16.662206
32032,192.168.122.40,IPv4,ripe,DE,3209,3209,84.118.0.0/16,2a02:908::/33, 17.433049,14.619633,17.933936,16.662206
32032,192.168.122.40,IPv4,ripe,DE,3209,3209,84.118.0.0/16,2a02:908::/33,  17.933936,14.619633,17.933936,16.662206
4164,89.185.224.176,IPv4,ripe,CZ,24971,24971,89.185.224.0/19,2a01:430::/32, 20.404228,4.147969,20.404228,9.9683863333
4164,89.185.224.176,IPv4,ripe,CZ,24971,24971,89.185.224.0/19,2a01:430::/32, 4.147969,4.147969,20.404228,9.9683863333
4164,89.185.224.176,IPv4,ripe,CZ,24971,24971,89.185.224.0/19,2a01:430::/32,  5.352962,4.147969,20.404228,9.9683863333
51171,192.168.102.100,IPv4,ripe,NO,29695,29695,79.160.0.0/15,2a01:798::/29, 4.196209,2.884625,4.196209,3.353181
51171,192.168.102.100,IPv4,ripe,NO,29695,29695,79.160.0.0/15,2a01:798::/29, 2.884625,2.884625,4.196209,3.353181
51171,192.168.102.100,IPv4,ripe,NO,29695,29695,79.160.0.0/15,2a01:798::/29,  2.978709,2.884625,4.196209,3.353181
53821,100.71.2.60,IPv4,ripe,DE,207439,207439,5.1.85.0/24,2a0c:800::/29, 10.05275,9.769334,10.05275,9.9004306667
53821,100.71.2.60,IPv4,ripe,DE,207439,207439,5.1.85.0/24,2a0c:800::/29, 9.879208,9.769334,10.05275,9.9004306667
53821,100.71.2.60,IPv4,ripe,DE,207439,207439,5.1.85.0/24,2a0c:800::/29,  9.769334,9.769334,10.05275,9.9004306667
54804,172.19.26.100,IPv4,ripe,GR,6799,6799,94.65.0.0/16,2a02:587:4000::/34, 17.613917,17.067917,17.613917,17.2810416667
54804,172.19.26.100,IPv4,ripe,GR,6799,6799,94.65.0.0/16,2a02:587:4000::/34, 17.067917,17.067917,17.613917,17.2810416667
54804,172.19.26.100,IPv4,ripe,GR,6799,6799,94.65.0.0/16,2a02:587:4000::/34,  17.161291,17.067917,17.613917,17.2810416667
61321,192.168.8.167,IPv4,ripe,IE,15751,15751,212.129.80.0/20,2a01:b340::/32, 36.37259,34.093014,44.190697,38.218767
61321,192.168.8.167,IPv4,ripe,IE,15751,15751,212.129.80.0/20,2a01:b340::/32, 44.190697,34.093014,44.190697,38.218767
61321,192.168.8.167,IPv4,ripe,IE,15751,15751,212.129.80.0/20,2a01:b340::/32,  34.093014,34.093014,44.190697,38.218767
62002,192.168.178.3,IPv4,ripe,DE,16202,16202,92.206.0.0/16,2a02:2454:8000::/33, 18.544964,16.978969,22.953643,19.4925253333
62002,192.168.178.3,IPv4,ripe,DE,16202,16202,92.206.0.0/16,2a02:2454:8000::/33, 22.953643,16.978969,22.953643,19.4925253333
62002,192.168.178.3,IPv4,ripe,DE,16202,16202,92.206.0.0/16,2a02:2454:8000::/33,  16.978969,16.978969,22.953643,19.4925253333
6728,193.17.192.164,IPv4,ripe,FR,34019,34019,193.17.192.0/24,2001:67c:1740::/48, 10.652774,10.575732,10.652774,10.6060056667
6728,193.17.192.164,IPv4,ripe,FR,34019,34019,193.17.192.0/24,2001:67c:1740::/48, 10.575732,10.575732,10.652774,10.6060056667
6728,193.17.192.164,IPv4,ripe,FR,34019,34019,193.17.192.0/24,2001:67c:1740::/48,  10.589511,10.575732,10.652774,10.6060056667
6802,213.131.234.24,IPv4,ripe,DE,61157,61157,213.131.224.0/19,2a02:cbf4::/32, 7.327015,7.038758,7.327015,7.138822
6802,213.131.234.24,IPv4,ripe,DE,61157,61157,213.131.224.0/19,2a02:cbf4::/32, 7.050693,7.038758,7.327015,7.138822
6802,213.131.234.24,IPv4,ripe,DE,61157,61157,213.131.224.0/19,2a02:cbf4::/32,  7.038758,7.038758,7.327015,7.138822
6441,91.209.0.21,IPv4,ripe,SE,60396,60396,91.209.0.0/24,2001:67c:2e74::/48, 9.26643,9.20971,9.314756,9.263632
6441,91.209.0.21,IPv4,ripe,SE,60396,60396,91.209.0.0/24,2001:67c:2e74::/48, 9.20971,9.20971,9.314756,9.263632
6441,91.209.0.21,IPv4,ripe,SE,60396,60396,91.209.0.0/24,2001:67c:2e74::/48,  9.314756,9.20971,9.314756,9.263632
10243,192.168.253.116,IPv4,afrinic,TZ,37084,37084,41.221.32.0/21,2001:4258::/32, 3.67764,1.07299,3.67764,1.9625383333
10243,192.168.253.116,IPv4,afrinic,TZ,37084,37084,41.221.32.0/21,2001:4258::/32, 1.07299,1.07299,3.67764,1.9625383333
10243,192.168.253.116,IPv4,afrinic,TZ,37084,37084,41.221.32.0/21,2001:4258::/32,  1.136985,1.07299,3.67764,1.9625383333
13725,105.16.144.2,IPv4,afrinic,MZ,37100,37100,105.16.0.0/12,2c0f:feb0::/32, 16.210922,16.139427,16.390733,16.2470273333
13725,105.16.144.2,IPv4,afrinic,MZ,37100,37100,105.16.0.0/12,2c0f:feb0::/32, 16.390733,16.139427,16.390733,16.2470273333
13725,105.16.144.2,IPv4,afrinic,MZ,37100,37100,105.16.0.0/12,2c0f:feb0::/32,  16.139427,16.139427,16.390733,16.2470273333
13888,197.255.144.18,IPv4,afrinic,ZA,15022,15022,197.255.144.0/23,2001:43d8::/32, 6.872885,0.592922,6.872885,2.7149363333
13888,197.255.144.18,IPv4,afrinic,ZA,15022,15022,197.255.144.0/23,2001:43d8::/32, 0.592922,0.592922,6.872885,2.7149363333
13888,197.255.144.18,IPv4,afrinic,ZA,15022,15022,197.255.144.0/23,2001:43d8::/32,  0.679002,0.592922,6.872885,2.7149363333
18169,146.231.130.254,IPv4,afrinic,ZA,37520,37520,146.231.0.0/16,2001:43f8:750::/44, 14.367357,14.185601,14.367357,14.275293
18169,146.231.130.254,IPv4,afrinic,ZA,37520,37520,146.231.0.0/16,2001:43f8:750::/44, 14.272921,14.185601,14.367357,14.275293
18169,146.231.130.254,IPv4,afrinic,ZA,37520,37520,146.231.0.0/16,2001:43f8:750::/44,  14.185601,14.185601,14.367357,14.275293
2062,192.168.1.20,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 198.092583,197.164072,198.734632,197.9970956667
2062,192.168.1.20,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 197.164072,197.164072,198.734632,197.9970956667
2062,192.168.1.20,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36,  198.734632,197.164072,198.734632,197.9970956667
22522,192.168.1.100,IPv4,afrinic,SN,8346,6939,41.82.192.0/18,2001:470::/32, 95.877133,93.873539,96.70925,95.4866406667
